codigo,easy_nome,easy_especialidade,easy_simbolo,easy_preco,easy_forma_cobranca,easy_observacoes,easy_status,brana_nome,brana_especialidade,brana_simbolo,brana_preco,brana_forma_cobranca,brana_observacoes,brana_status,classificacao,divergencias,acao_futura_sugerida,motivo,nivel_seguranca
325,Consulta de Reavaliação Clínica,5,10,350.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
326,Implante Zigomático,13,9,3000.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
327,Lipo de papada,14,45,2000.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
328,Coroa Provisória Imediata sob implante,2,30,650.0,1,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
329,Fios de sustentação,14,45,1200.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
330,Bichectomia,14,45,1200.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
331,Cimentação adesiva,5,1,200.0,1,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
332,Implante Cone Morse + Enxerto,13,9,2000.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
333,E-MAX - Jaqueta pura em dissilicato,2,1,2300.0,1,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
334,Foto extra-oral,5,43,0.0,2,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
335,Núcleo Metálico fundido bi-partido,2,14,450.0,1,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
336,Remoção de aparelho ortodontico fixo.,7,37,350.0,2,,False,RemoÆo de aparelho ortodontico fixo.,07,37,0.0,INTERVENCAO,,False,C,"['nome', 'preco', 'forma_cobranca']",revisar divergencias,nome divergente,medio
337,Regeneração óssea guiada - ROG,13,25,5000.0,1,,False,,,,,,,,D,['somente_easy'],avaliar inclusao no Brana,nao existe correspondencia no Brana,baixo
